Mod:Item:MetaData, Localized Name
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:5, Ящик для частей
tconstruct:tooltables:3, Инженерная станция
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:pickaxe, кирка
tconstruct:shovel, лопата
tconstruct:hatchet, топор
tconstruct:mattock, мотыготопор
tconstruct:kama, Kama
tconstruct:hammer, молот
tconstruct:excavator, большая лопата
tconstruct:lumberaxe, большой топор
tconstruct:scythe, коса
tconstruct:broadsword, палаш
tconstruct:longsword, меч
tconstruct:rapier, рапира
tconstruct:frypan, сковорода
tconstruct:battlesign, боевая табличка
tconstruct:cleaver, гигантский меч
tconstruct:shortbow, короткий лук
tconstruct:longbow, длинный лук
tconstruct:crossbow, арбалет
tconstruct:arrow, стрела
tconstruct:bolt, болт
tconstruct:shuriken, сюрикен
tconstruct:seared:0, Сушёный камень
tconstruct:seared:1, Сушёный булыжник
tconstruct:seared:2, Сушёная плитка
tconstruct:seared:3, Сушёная кладка
tconstruct:seared:4, Сушёная кладка (трещины)
tconstruct:seared:5, Сушёная кладка (орнамент)
tconstruct:seared:6, Сушёная кладка (узор)
tconstruct:seared:7, Сушёная дорога
tconstruct:seared:8, Сушёная кладка (крипер)
tconstruct:seared:9, Сушёная кладка (треугольник)
tconstruct:seared:10, Сушёная кладка (малая)
tconstruct:seared:11, Сушёные мини-плитки
tconstruct:smeltery_controller:0, Контроллер плавильни
tconstruct:seared_tank:0, Сушёный резервуар
tconstruct:seared_tank:1, Сушёный мерный резервуар
tconstruct:seared_tank:2, Сушёное окно
tconstruct:faucet:0, Горн
tconstruct:channel:0, Casting Channel
tconstruct:casting:0, Стол отливок
tconstruct:casting:1, Резервуар отливок
tconstruct:smeltery_io:0, Слив плавильни
tconstruct:seared_glass:0, Сушёное стекло
tconstruct:seared_furnace_controller:0, Контроллер печи
tconstruct:tinker_tank_controller:0, Контроллер цистерны
tconstruct:seared_slab:0, Сушёная плита (камень)
tconstruct:seared_slab:1, Сушёная плита (булыжник)
tconstruct:seared_slab:2, Сушёная плита (плитка)
tconstruct:seared_slab:3, Сушёная плита (кладка)
tconstruct:seared_slab:4, Сушёная плита (кладка-трещины)
tconstruct:seared_slab:5, Сушёная плита (кладка-орнамент)
tconstruct:seared_slab:6, Сушёная плита (кладка-узор)
tconstruct:seared_slab:7, Сушёная плита (дорога)
tconstruct:seared_slab2:0, Сушёная плита (кладка-крипер)
tconstruct:seared_slab2:1, Сушёная плита (кладка-треугольник)
tconstruct:seared_slab2:2, Сушёная плита (малая кладка)
tconstruct:seared_slab2:3, Сушёная плита (мини-плитка)
tconstruct:seared_stairs_stone:0, Сушёные ступеньки (камень)
tconstruct:seared_stairs_cobble:0, Сушёные ступеньки (булыжник)
tconstruct:seared_stairs_paver:0, Сушёные ступеньки (плитка)
tconstruct:seared_stairs_brick:0, Сушёные ступеньки (кладка)
tconstruct:seared_stairs_brick_cracked:0, Сушёные ступеньки (кладка-трещины)
tconstruct:seared_stairs_brick_fancy:0, Сушёные ступеньки (кладка-орнамент)
tconstruct:seared_stairs_brick_square:0, Сушёные ступеньки (кладка-узор)
tconstruct:seared_stairs_brick_triangle:0, Сушёные ступеньки (кладка-треугольник)
tconstruct:seared_stairs_brick_small:0, Сушёные ступеньки (малая кладка)
tconstruct:seared_stairs_road:0, Сушёные ступеньки (дорога)
tconstruct:seared_stairs_tile:0, Сушёные ступеньки (мини-плитка)
tconstruct:seared_stairs_creeper:0, Сушёные ступеньки (кладка-крипер)
tconstruct:cast:0, Пустая отливка
tconstruct:cast:0, Отливка - лезвие меча
tconstruct:cast:0, Отливка - мощная рукоять
tconstruct:cast:0, Отливка - оселок
tconstruct:cast:0, Отливка - полотно лопаты
tconstruct:cast:0, Отливка - Kama Head
tconstruct:cast:0, Отливка - плечо лука
tconstruct:cast:0, Отливка - лезвие топора
tconstruct:cast:0, Отливка - малая гарда
tconstruct:cast:0, Отливка - отделка брони
tconstruct:cast:0, Отливка - широкая карда
tconstruct:cast:0, Отливка - боёк молота
tconstruct:cast:0, Отливка - полотно сковороды
tconstruct:cast:0, Отливка - навершие кирки
tconstruct:cast:0, Отливка - навершие косы
tconstruct:cast:0, Отливка - ядро понож
tconstruct:cast:0, Отливка - крепление
tconstruct:cast:0, Отливка - ядро ботинок
tconstruct:cast:0, Отливка - ядро шлема
tconstruct:cast:0, Отливка - Chisel Head
tconstruct:cast:0, Отливка - лезвие ножа
tconstruct:cast:0, Отливка - наконечник
tconstruct:cast:0, Отливка - тетива
tconstruct:cast:0, Отливка - мощное крепление
tconstruct:cast:0, Отливка - большая пластина
tconstruct:cast:0, Отливка - поперечная гарда
tconstruct:cast:0, Отливка - рукоять
tconstruct:cast:0, Отливка - осколок
tconstruct:cast:0, Отливка - Набор для полировки
tconstruct:cast:0, Отливка - древко стрелы
tconstruct:cast:0, Отливка - ядро нагрудника
tconstruct:cast:0, Отливка - Пластина
tconstruct:cast:0, Отливка - большое полотно лопаты
tconstruct:cast:0, Отливка - большое лезвие топора
tconstruct:cast:0, Отливка - табличка
tconstruct:cast:0, Отливка - широкое лезвие меча
tconstruct:cast_custom:0, Отливка слитка
tconstruct:cast_custom:1, Отливка самородка
tconstruct:cast_custom:2, Отливка камня
tconstruct:cast_custom:3, Отливка пластины
tconstruct:cast_custom:4, Отливка шестерни
tconstruct:clay_cast:0, item.tconstruct.clay_cast.blank
tconstruct:clay_cast:0, Глиняная отливка - лезвие меча
tconstruct:clay_cast:0, Глиняная отливка - мощная рукоять
tconstruct:clay_cast:0, Глиняная отливка - оселок
tconstruct:clay_cast:0, Глиняная отливка - полотно лопаты
tconstruct:clay_cast:0, Глиняная отливка - Kama Head
tconstruct:clay_cast:0, Глиняная отливка - плечо лука
tconstruct:clay_cast:0, Глиняная отливка - лезвие топора
tconstruct:clay_cast:0, Глиняная отливка - малая гарда
tconstruct:clay_cast:0, Глиняная отливка - отделка брони
tconstruct:clay_cast:0, Глиняная отливка - широкая карда
tconstruct:clay_cast:0, Глиняная отливка - боёк молота
tconstruct:clay_cast:0, Глиняная отливка - полотно сковороды
tconstruct:clay_cast:0, Глиняная отливка - навершие кирки
tconstruct:clay_cast:0, Глиняная отливка - навершие косы
tconstruct:clay_cast:0, Глиняная отливка - ядро понож
tconstruct:clay_cast:0, Глиняная отливка - крепление
tconstruct:clay_cast:0, Глиняная отливка - ядро ботинок
tconstruct:clay_cast:0, Глиняная отливка - ядро шлема
tconstruct:clay_cast:0, Глиняная отливка - Chisel Head
tconstruct:clay_cast:0, Глиняная отливка - лезвие ножа
tconstruct:clay_cast:0, Глиняная отливка - наконечник
tconstruct:clay_cast:0, Глиняная отливка - тетива
tconstruct:clay_cast:0, Глиняная отливка - мощное крепление
tconstruct:clay_cast:0, Глиняная отливка - большая пластина
tconstruct:clay_cast:0, Глиняная отливка - поперечная гарда
tconstruct:clay_cast:0, Глиняная отливка - рукоять
tconstruct:clay_cast:0, Глиняная отливка - осколок
tconstruct:clay_cast:0, Глиняная отливка - Набор для полировки
tconstruct:clay_cast:0, Глиняная отливка - древко стрелы
tconstruct:clay_cast:0, Глиняная отливка - ядро нагрудника
tconstruct:clay_cast:0, Глиняная отливка - Пластина
tconstruct:clay_cast:0, Глиняная отливка - большое полотно лопаты
tconstruct:clay_cast:0, Глиняная отливка - большое лезвие топора
tconstruct:clay_cast:0, Глиняная отливка - табличка
tconstruct:clay_cast:0, Глиняная отливка - широкое лезвие меча
tconstruct:stone_torch:0, Каменный факел
tconstruct:stone_ladder:0, Каменная лестница
tconstruct:punji:0, Тростниковые колья
tconstruct:rack:0, Вешалка
tconstruct:rack:1, Сушилка
tconstruct:wood_rail:0, Деревянные рельсы
tconstruct:wood_rail_trapdoor:0, Деревянные рельсы с люком
tconstruct:slime_channel:0, Жёлоб из зелёной слизи
tconstruct:slime_channel:1, Жёлоб из синей слизи
tconstruct:slime_channel:2, Жёлоб из фиолетовой слизи
tconstruct:slime_channel:3, Жёлоб из крови
tconstruct:slime_channel:4, Жёлоб из огненной слизи
tconstruct:dried_clay:0, Сушёная глина
tconstruct:dried_clay:1, Кирпичи из сушёной глины
tconstruct:dried_clay_slab:0, Плита из сушёной глины
tconstruct:dried_clay_slab:1, Кирпичная плита из сушёной глины
tconstruct:dried_clay_stairs:0, Ступеньки из сушёной глины
tconstruct:dried_brick_stairs:0, Кирпичные ступеньки из сушёной глины
tconstruct:brownstone:0, Гладкий браунстоун
tconstruct:brownstone:1, Грубый браунстоун
tconstruct:brownstone:2, Плитки из браунстоуна
tconstruct:brownstone:3, Кладка из браунстоуна
tconstruct:brownstone:4, Кладка из браунстоуна (трещины)
tconstruct:brownstone:5, Кладка из браунстоуна (орнамент)
tconstruct:brownstone:6, Кладка из браунстоуна (узор)
tconstruct:brownstone:7, Дорога из браунстоуна
tconstruct:brownstone:8, Кладка из браунстоуна (крипер)
tconstruct:brownstone:9, Кладка из браунстоуна (треугольник)
tconstruct:brownstone:10, Кладка из браунстоуна (малая)
tconstruct:brownstone:11, Мини-плитка из браунстоуна
tconstruct:brownstone_slab:0, Гладкая плита из браунстоуна
tconstruct:brownstone_slab:1, Грубая плита из браунстоуна
tconstruct:brownstone_slab:2, Плита из браунстоуна (плитка)
tconstruct:brownstone_slab:3, Плита из браунстоуна (кладка)
tconstruct:brownstone_slab:4, Плита из браунстоуна (кладка-трещины)
tconstruct:brownstone_slab:5, Плита из браунстоуна (кладка-орнамент)
tconstruct:brownstone_slab:6, Плита из браунстоуна (кладка-узор)
tconstruct:brownstone_slab:7, Плита из браунстоуна (дорога)
tconstruct:brownstone_slab2:0, Плита из браунстоуна (кладка-крипер)
tconstruct:brownstone_slab2:1, Плита из браунстоуна (кладка-треугольник)
tconstruct:brownstone_slab2:2, Плита из браунстоуна (малая кладка)
tconstruct:brownstone_slab2:3, Плита из браунстоуна (мини-плитка)
tconstruct:brownstone_stairs_smooth:0, Гладкие ступеньки из браунстоуна
tconstruct:brownstone_stairs_rough:0, Грубые ступеньки из браунстоуна
tconstruct:brownstone_stairs_paver:0, Ступеньки из браунстоуна (плитка)
tconstruct:brownstone_stairs_brick:0, Ступеньки из браунстоуна (кладка)
tconstruct:brownstone_stairs_brick_cracked:0, Ступеньки из браунстоуна (кладка-трещины)
tconstruct:brownstone_stairs_brick_fancy:0, Ступеньки из браунстоуна (кладка-орнамент)
tconstruct:brownstone_stairs_brick_square:0, Ступеньки из браунстоуна (кладка-узор)
tconstruct:brownstone_stairs_brick_triangle:0, Ступеньки из браунстоуна (кладка-треугольник)
tconstruct:brownstone_stairs_brick_small:0, Ступеньки из браунстоуна (малая кладка)
tconstruct:brownstone_stairs_road:0, Ступеньки из браунстоуна (дорога)
tconstruct:brownstone_stairs_tile:0, Ступеньки из браунстоуна (мини-плитка)
tconstruct:brownstone_stairs_creeper:0, Ступеньки из браунстоуна (кладка-крипер)
tconstruct:slimesling, Слизнерогатка
tconstruct:slime_boots:0, Синеслизневые ботинки
tconstruct:slime_boots:1, Зелёнослизневые ботинки
tconstruct:slime_boots:2, Фиолетослизневые ботинки
tconstruct:slime_boots:3, Кровавые ботинки
tconstruct:slime_boots:4, Огнеслизневые ботинки
tconstruct:piggybackpack, Рюкзак-седло
tconstruct:throwball:0, Светоснежок
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Каменный стержень
tconstruct:fancy_frame:0, Красивая рамка
tconstruct:fancy_frame:1, Рамка из алюминиевой латуни
tconstruct:fancy_frame:2, Рамка из кобальта
tconstruct:fancy_frame:3, Рамка из ардита
tconstruct:fancy_frame:4, Рамка из маньюлина
tconstruct:fancy_frame:5, Золотая рамка
tconstruct:fancy_frame:6, Стеклянная рамка
tconstruct:moms_spaghetti, Мамины спагетти
immersiveengineering:ore:0, Медная руда
immersiveengineering:ore:1, Бокситовая руда
immersiveengineering:ore:2, Свинцовая руда
immersiveengineering:ore:3, Серебряная руда
immersiveengineering:ore:4, Никелевая руда
immersiveengineering:ore:5, Урановая руда
immersiveengineering:storage:0, Медный блок
immersiveengineering:storage:1, Алюминиевый блок
immersiveengineering:storage:2, Свинцовый блок
immersiveengineering:storage:3, Серебряный блок
immersiveengineering:storage:4, Никелевый блок
immersiveengineering:storage:5, Урановый блок
immersiveengineering:storage:6, Константановый блок
immersiveengineering:storage:7, Электрумовый блок
immersiveengineering:storage:8, Стальной блок
immersiveengineering:storage_slab:0, Медная плита
immersiveengineering:storage_slab:1, Алюминиевая плита
immersiveengineering:storage_slab:2, Свинцовая плита
immersiveengineering:storage_slab:3, Серебряная плита
immersiveengineering:storage_slab:4, Никелевая плита
immersiveengineering:storage_slab:5, Урановая плита
immersiveengineering:storage_slab:6, Константановая плита
immersiveengineering:storage_slab:7, Электрумовая плита
immersiveengineering:storage_slab:8, Стальная плита
immersiveengineering:stone_decoration:0, Кирпич коксовой печи
immersiveengineering:stone_decoration:1, Кирпич доменной печи
immersiveengineering:stone_decoration:2, Кирпич продвинутой доменной печи
immersiveengineering:stone_decoration:3, Блок коксового угля
immersiveengineering:stone_decoration:4, Костробетон
immersiveengineering:stone_decoration:5, Бетон
immersiveengineering:stone_decoration:6, Кафельный бетон
immersiveengineering:stone_decoration:7, Свинцовый бетон
immersiveengineering:stone_decoration:8, Стеклоизоляция
immersiveengineering:stone_decoration:10, Печной кирпич
immersiveengineering:stone_decoration_slab:0, Плита из коксового кирпича
immersiveengineering:stone_decoration_slab:1, Плита из доменного кирпича
immersiveengineering:stone_decoration_slab:2, Плита из кирпича продвинутой доменной печи
immersiveengineering:stone_decoration_slab:4, Плита из костробетона
immersiveengineering:stone_decoration_slab:5, Плита из бетона
immersiveengineering:stone_decoration_slab:6, Плита из кафельного бетона
immersiveengineering:stone_decoration_slab:7, Плита из свинцового бетона
immersiveengineering:stone_decoration_slab:10, Плита из печного кирпича
immersiveengineering:stone_decoration_stairs_hempcrete, Ступени из костробетона
immersiveengineering:stone_decoration_stairs_concrete, Ступени из бетона
immersiveengineering:stone_decoration_stairs_concrete_tile, Ступени из кафельного бетона
immersiveengineering:stone_decoration_stairs_concrete_leaded, Ступени из свинцового бетона
immersiveengineering:stone_device:3, Бетонный лист
immersiveengineering:stone_device:4, Бетонная панель
immersiveengineering:stone_device:5, Бетонный кусок
immersiveengineering:treated_wood:0, Горизонтальные доски
immersiveengineering:treated_wood:1, Вертикальные доски
immersiveengineering:treated_wood:2, Пакетные доски
immersiveengineering:treated_wood_slab:0, Горизонтальная плита
immersiveengineering:treated_wood_slab:1, Вертикальная плита
immersiveengineering:treated_wood_slab:2, Пакетная плита
immersiveengineering:treated_wood_stairs0, Горизонтальные ступени
immersiveengineering:treated_wood_stairs1, Вертикальные ступени
immersiveengineering:treated_wood_stairs2, Пакетные ступени
immersiveengineering:wooden_decoration:0, Забор из обработанной древесины
immersiveengineering:wooden_decoration:1, Леса из обработанной древесины
immersiveengineering:wooden_device0:0, Деревянный чемодан
immersiveengineering:wooden_device0:1, Деревянная бочка
immersiveengineering:wooden_device0:2, Верстак инженера
immersiveengineering:wooden_device0:3, Сортировщик
immersiveengineering:wooden_device0:4, Пороховая бочка
immersiveengineering:wooden_device0:5, Улучшенный деревянный чемодан
immersiveengineering:wooden_device0:6, Поворотный стол
immersiveengineering:wooden_device0:7, Жидкостный маршрутизатор
immersiveengineering:wooden_device1:0, Водяное колесо
immersiveengineering:wooden_device1:1, Ветряная мельница
immersiveengineering:wooden_device1:3, Деревянный столб
immersiveengineering:wooden_device1:4, Крепление из обработанной древесины
immersiveengineering:hemp, Промышленная конопля
immersiveengineering:cloth_device:0, Спасательная подушка
immersiveengineering:cloth_device:1, Воздушный шар
immersiveengineering:cloth_device:2, Занавес
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, Медный листовой металл
immersiveengineering:sheetmetal:1, Алюминиевый листовой металл
immersiveengineering:sheetmetal:2, Свинцовый листовой металл
immersiveengineering:sheetmetal:3, Серебряный листовой металл
immersiveengineering:sheetmetal:4, Никелевый листовой металл
immersiveengineering:sheetmetal:5, Урановый листовой металл
immersiveengineering:sheetmetal:6, Константановый листовой металл
immersiveengineering:sheetmetal:7, Электрумовый листовой металл
immersiveengineering:sheetmetal:8, Стальной листовой металл
immersiveengineering:sheetmetal:9, Железный листовой металл
immersiveengineering:sheetmetal:10, Золотой листовой металл
immersiveengineering:sheetmetal_slab:0, Плита из листового металла меди
immersiveengineering:sheetmetal_slab:1, Плита из листового металла алюминия
immersiveengineering:sheetmetal_slab:2, Плита из листового металла свинца
immersiveengineering:sheetmetal_slab:3, Плита из листового металла серебра
immersiveengineering:sheetmetal_slab:4, Плита из листового металла никеля
immersiveengineering:sheetmetal_slab:5, Плита из листового металла урана
immersiveengineering:sheetmetal_slab:6, Плита из листового металла константана
immersiveengineering:sheetmetal_slab:7, Плита из листового металла электрума
immersiveengineering:sheetmetal_slab:8, Плита из листового металла стали
immersiveengineering:sheetmetal_slab:9, Плита из листового металла железа
immersiveengineering:sheetmetal_slab:10, Плита из листового металла золота
immersiveengineering:metal_decoration0:0, Катушка медного провода
immersiveengineering:metal_decoration0:1, Катушка электрумового провода
immersiveengineering:metal_decoration0:2, Катушка высоковольтного провода
immersiveengineering:metal_decoration0:3, Краснокаменный инженерный блок
immersiveengineering:metal_decoration0:4, Лёгкий инженерный блок
immersiveengineering:metal_decoration0:5, Тяжёлый инженерный блок
immersiveengineering:metal_decoration0:6, Блок генератора
immersiveengineering:metal_decoration0:7, Блок радиатора
immersiveengineering:metal_decoration1:0, Стальной забор
immersiveengineering:metal_decoration1:1, Стальные леса
immersiveengineering:metal_decoration1:2, Стальные леса
immersiveengineering:metal_decoration1:3, Стальные леса
immersiveengineering:metal_decoration1:4, Алюминиевый забор
immersiveengineering:metal_decoration1:5, Алюминиевые леса
immersiveengineering:metal_decoration1:6, Алюминиевые леса
immersiveengineering:metal_decoration1:7, Алюминиевые леса
immersiveengineering:metal_decoration2:0, Стальной столб
immersiveengineering:metal_decoration2:1, Стальной крепёж
immersiveengineering:metal_decoration2:2, Алюминиевый столб
immersiveengineering:metal_decoration2:3, Алюминиевый крепёж
immersiveengineering:metal_decoration2:4, Фонарь
immersiveengineering:metal_decoration2:5, Колючая проволока
immersiveengineering:metal_decoration1_slab:1, Плита из стальных лесов
immersiveengineering:metal_decoration1_slab:2, Плита из стальных лесов
immersiveengineering:metal_decoration1_slab:3, Плита из стальных лесов
immersiveengineering:metal_decoration1_slab:5, Плита из алюминиевых лесов
immersiveengineering:metal_decoration1_slab:6, Плита из алюминиевых лесов
immersiveengineering:metal_decoration1_slab:7, Плита из алюминиевых лесов
immersiveengineering:steel_scaffolding_stairs0, Ступеньки из стальных лесов
immersiveengineering:steel_scaffolding_stairs1, Ступеньки из стальных лесов
immersiveengineering:steel_scaffolding_stairs2, Ступеньки из стальных лесов
immersiveengineering:aluminum_scaffolding_stairs0, Ступеньки из алюминиевых лесов
immersiveengineering:aluminum_scaffolding_stairs1, Ступеньки из алюминиевых лесов
immersiveengineering:aluminum_scaffolding_stairs2, Ступеньки из алюминиевых лесов
immersiveengineering:metal_ladder:0, Металлическая лестница
immersiveengineering:metal_ladder:1, Лестница покрытая лесами
immersiveengineering:metal_ladder:2, Лестница покрытая лесами
immersiveengineering:connector:0, Низковольтный коннектор
immersiveengineering:connector:1, Низковольтное реле
immersiveengineering:connector:2, Средневольтный коннектор
immersiveengineering:connector:3, Средневольтное реле
immersiveengineering:connector:4, Высоковольтный коннектор
immersiveengineering:connector:5, Высоковольтное реле
immersiveengineering:connector:6, Коннектор структурного кабеля
immersiveengineering:connector:7, Трансформатор
immersiveengineering:connector:8, Высоковольтный трансформатор
immersiveengineering:connector:9, Выключатель
immersiveengineering:connector:10, Прерыватель
immersiveengineering:connector:11, Трансформатор тока
immersiveengineering:connector:12, Коннектор краснокаменного провода
immersiveengineering:connector:13, Коннектор краснокаменного зонда
immersiveengineering:metal_device0:0, Низковольтный конденсатор
immersiveengineering:metal_device0:1, Средневольтный конденсатор
immersiveengineering:metal_device0:2, Высоковольтный конденсатор
immersiveengineering:metal_device0:3, Конденсатор для творческого режима
immersiveengineering:metal_device0:4, Металлическая бочка
immersiveengineering:metal_device0:5, Жидкостный насос
immersiveengineering:metal_device0:6, Выход жидкости
immersiveengineering:metal_device1:0, Воздухонагреватель доменной печи
immersiveengineering:metal_device1:1, Внешний нагреватель
immersiveengineering:metal_device1:2, Кинетический генератор
immersiveengineering:metal_device1:3, Термоэлектрический генератор
immersiveengineering:metal_device1:4, Электрический фонарь
immersiveengineering:metal_device1:5, Зарядная станция
immersiveengineering:metal_device1:6, Жидкостная труба
immersiveengineering:metal_device1:7, Колонковый бур
immersiveengineering:metal_device1:8, Катушка Тесла
immersiveengineering:metal_device1:9, Прожектор
immersiveengineering:metal_device1:10, Хромированная башня
immersiveengineering:metal_device1:11, Орудийная башня
immersiveengineering:metal_device1:13, Садовый клош
immersiveengineering:conveyor, tile.immersiveengineering.conveyor.name
immersiveengineering:fluidcreosote, Креозотовое масло
immersiveengineering:fluidplantoil, Растительное масло
immersiveengineering:fluidethanol, Этанол
immersiveengineering:fluidbiodiesel, Биодизель
immersiveengineering:fluidconcrete, Жидкий бетон
immersiveengineering:material:0, Обработанная палка
immersiveengineering:material:1, Железный прут
immersiveengineering:material:2, Стальной прут
immersiveengineering:material:3, Алюминиевый прут
immersiveengineering:material:4, Волокно промышленной конопли
immersiveengineering:material:5, Прочная ткань
immersiveengineering:material:6, Коксовый уголь
immersiveengineering:material:7, Шлак
immersiveengineering:material:8, Железный механический компонент
immersiveengineering:material:9, Стальной механический компонент
immersiveengineering:material:10, Часть водяного колеса
immersiveengineering:material:11, Лопасть ветряной мельницы
immersiveengineering:material:12, Windmill Sail
immersiveengineering:material:13, Деревянная рукоятка
immersiveengineering:material:14, Револьверный ствол
immersiveengineering:material:15, Револьверный барабан
immersiveengineering:material:16, Револьверный корпус
immersiveengineering:material:17, Коксовая пыль
immersiveengineering:material:18, Пыль HOP-графита
immersiveengineering:material:19, Слиток HOP-графита
immersiveengineering:material:20, Медный провод
immersiveengineering:material:21, Электрумовый провод
immersiveengineering:material:22, Алюминиевый провод
immersiveengineering:material:23, Стальная проволока
immersiveengineering:material:24, Нитратная пыль
immersiveengineering:material:25, Серная пыль
immersiveengineering:material:26, Вакуумная труба
immersiveengineering:material:27, Печатная плата
immersiveengineering:metal:0, Медный слиток
immersiveengineering:metal:1, Алюминиевый слиток
immersiveengineering:metal:2, Свинцовый слиток
immersiveengineering:metal:3, Серебряный слиток
immersiveengineering:metal:4, Никелевый слиток
immersiveengineering:metal:5, Урановый слиток
immersiveengineering:metal:6, Константановый слиток
immersiveengineering:metal:7, Электрумовый слиток
immersiveengineering:metal:8, Стальной слиток
immersiveengineering:metal:9, Медная пыль
immersiveengineering:metal:10, Алюминиевая пыль
immersiveengineering:metal:11, Свинцовая пыль
immersiveengineering:metal:12, Серебряная пыль
immersiveengineering:metal:13, Никелевая пыль
immersiveengineering:metal:14, Урановая пыль
immersiveengineering:metal:15, Константановая пыль
immersiveengineering:metal:16, Электрумовая пыль
immersiveengineering:metal:17, Стальная пыль
immersiveengineering:metal:18, Железная пыль
immersiveengineering:metal:19, Золотая пыль
immersiveengineering:metal:20, Медный самородок
immersiveengineering:metal:21, Алюминиевый самородок
immersiveengineering:metal:22, Свинцовый самородок
immersiveengineering:metal:23, Серебряный самородок
immersiveengineering:metal:24, Никелевый самородок
immersiveengineering:metal:25, Урановый самородок
immersiveengineering:metal:26, Константановый самородок
immersiveengineering:metal:27, Электрумовый самородок
immersiveengineering:metal:28, Стальной самородок
immersiveengineering:metal:29, Железный самородок
immersiveengineering:metal:30, Медная пластина
immersiveengineering:metal:31, Алюминиевая пластина
immersiveengineering:metal:32, Свинцовая пластина
immersiveengineering:metal:33, Серебряная пластина
immersiveengineering:metal:34, Никелевая пластина
immersiveengineering:metal:35, Урановая пластина
immersiveengineering:metal:36, Константановая пластина
immersiveengineering:metal:37, Электрумовая пластина
immersiveengineering:metal:38, Стальная пластина
immersiveengineering:metal:39, Железная пластина
immersiveengineering:metal:40, Золотая пластина
immersiveengineering:tool:0, Молот инженера
immersiveengineering:tool:1, Кусачки инженера
immersiveengineering:tool:2, Вольтметр инженера
immersiveengineering:tool:3, Руководство инженера
immersiveengineering:pickaxe_steel, Steel Pickaxe
immersiveengineering:shovel_steel, Steel Shovel
immersiveengineering:axe_steel, Steel Axe
immersiveengineering:sword_steel, Steel Sword
immersiveengineering:toolbox, Набор инструментов инженера
immersiveengineering:wirecoil:0, Моток низковольтного провода
immersiveengineering:wirecoil:1, Моток средневольтного провода
immersiveengineering:wirecoil:2, Моток высоковольтного провода
immersiveengineering:wirecoil:3, Моток пенькового каната
immersiveengineering:wirecoil:4, Моток стального троса
immersiveengineering:wirecoil:5, Моток краснокаменного провода
immersiveengineering:wirecoil:6, Изолированный моток низковольтного провода
immersiveengineering:wirecoil:7, Изолированный моток средневольтного провода
immersiveengineering:seed:0, Семена промышленной конопли
immersiveengineering:drill:0, Шахтёрский бур
immersiveengineering:drillhead:0, Стальной шнек бура
immersiveengineering:drillhead:1, Железный шнек бура
immersiveengineering:jerrycan, Канистра
immersiveengineering:mold:0, Металлическая пресс-форма: пластина
immersiveengineering:mold:1, Металлическая пресс-форма: шестерня
immersiveengineering:mold:2, Металлическая пресс-форма: прут
immersiveengineering:mold:3, Металлическая пресс-форма: патрон
immersiveengineering:mold:4, Металлическая пресс-форма: провод
immersiveengineering:mold:5, Металлическая пресс-форма: упаковка 2x2
immersiveengineering:mold:6, Металлическая пресс-форма: упаковка 3x3
immersiveengineering:mold:7, Металлическая пресс-форма: распаковка
immersiveengineering:blueprint, Чертёж инженера
immersiveengineering:revolver, Револьвер
immersiveengineering:speedloader, Револьвер спидлоадер
immersiveengineering:bullet:0, Пустой патрон
immersiveengineering:bullet:1, Пустая гильза
immersiveengineering:bullet:2, Простой патрон
immersiveengineering:bullet:2, Бронебойный патрон
immersiveengineering:bullet:2, Картечь
immersiveengineering:bullet:2, Фугасный патрон
immersiveengineering:bullet:2, Серебряный патрон
immersiveengineering:bullet:2, Патрон "Дыхание дракона"
immersiveengineering:bullet:2, Патрон-пузырёк
immersiveengineering:bullet:2, Зажигательный патрон
